fecha,peaje,sentido_1,sentido_2,total,tipo_dia,trm_dolar
2022-01-01,AGUAS NEGRAS,2810,1786,4596,festivo,4082.75
2022-01-01,ZAMBITO,2561,1429,3990,festivo,4082.75
2022-01-01,SAN JUAN,937,1169,2106,festivo,4082.75
2022-01-01,SAN DIEGO,886,901,1787,festivo,4082.75
2022-01-01,SABOYA,2181,1375,3556,festivo,4082.75
2022-01-01,PTO. TRIUNFO,2280,1656,3936,festivo,4082.75
2022-01-01,PLATANAL,652,429,1081,festivo,4082.75
2022-01-01,PAILITAS,2565,2160,4725,festivo,4082.75
2022-01-01,OIBA,1779,1494,3273,festivo,4082.75
2022-01-01,RINCON HONDO,397,461,858,festivo,4082.75
2022-01-01,LOS CUROS,1766,2058,3824,festivo,4082.75
2022-01-01,LOBOGUERRERO,1036,712,1748,festivo,4082.75
2022-01-01,LA PARADA,0,7773,7773,festivo,4082.75
2022-01-01,LA GOMEZ,2342,1419,3761,festivo,4082.75
2022-01-01,CURITÍ,1988,2028,4016,festivo,4082.75
2022-01-01,COCORNA (EL SANTUARIO),3034,2615,5649,festivo,4082.75
2022-01-01,CASABLANCA,4248,3597,7845,festivo,4082.75
2022-01-01,MORRISON,3075,2166,5241,festivo,4082.75
2022-01-02,PLATANAL,1746,1278,3024,fin_de_semana,4082.75
2022-01-02,PTO. TRIUNFO,4839,4528,9367,fin_de_semana,4082.75
2022-01-02,RINCON HONDO,1015,1369,2384,fin_de_semana,4082.75
2022-01-02,ZAMBITO,4070,3962,8032,fin_de_semana,4082.75
2022-01-02,SAN DIEGO,2351,1963,4314,fin_de_semana,4082.75
2022-01-02,SAN JUAN,2165,2440,4605,fin_de_semana,4082.75
2022-01-02,PAILITAS,6115,5291,11406,fin_de_semana,4082.75
2022-01-02,SABOYA,2486,5046,7532,fin_de_semana,4082.75
2022-01-02,OIBA,3967,5066,9033,fin_de_semana,4082.75
2022-01-02,LA GOMEZ,4142,3547,7689,fin_de_semana,4082.75
2022-01-02,LOS CUROS,4932,4948,9880,fin_de_semana,4082.75
2022-01-02,LOBOGUERRERO,2616,2227,4843,fin_de_semana,4082.75
2022-01-02,LA PARADA,0,10851,10851,fin_de_semana,4082.75
2022-01-02,CURITÍ,5273,4634,9907,fin_de_semana,4082.75
2022-01-02,COCORNA (EL SANTUARIO),5655,6129,11784,fin_de_semana,4082.75
2022-01-02,CASABLANCA,7701,9410,17111,fin_de_semana,4082.75
2022-01-02,AGUAS NEGRAS,4788,5196,9984,fin_de_semana,4082.75
2022-01-02,MORRISON,6211,5867,12078,fin_de_semana,4082.75
2022-01-03,PLATANAL,1991,1622,3613,entre_semana,4082.75
2022-01-03,PTO. TRIUNFO,5188,4641,9829,entre_semana,4082.75
2022-01-03,RINCON HONDO,1260,1614,2874,entre_semana,4082.75
2022-01-03,ZAMBITO,4885,4575,9460,entre_semana,4082.75
2022-01-03,SAN DIEGO,2911,2505,5416,entre_semana,4082.75
2022-01-03,SAN JUAN,2805,3025,5830,entre_semana,4082.75
2022-01-03,PAILITAS,7339,6361,13700,entre_semana,4082.75
2022-01-03,SABOYA,2299,3912,6211,entre_semana,4082.75
2022-01-03,OIBA,4198,4924,9122,entre_semana,4082.75
2022-01-03,LA GOMEZ,4678,3844,8522,entre_semana,4082.75
2022-01-03,LOS CUROS,4977,4873,9850,entre_semana,4082.75
2022-01-03,LOBOGUERRERO,3403,2725,6128,entre_semana,4082.75
2022-01-03,LA PARADA,0,15899,15899,entre_semana,4082.75
2022-01-03,CURITÍ,4994,4730,9724,entre_semana,4082.75
2022-01-03,COCORNA (EL SANTUARIO),5091,5454,10545,entre_semana,4082.75
2022-01-03,CASABLANCA,5655,8838,14493,entre_semana,4082.75
2022-01-03,AGUAS NEGRAS,5110,6298,11408,entre_semana,4082.75
2022-01-03,MORRISON,7397,6554,13951,entre_semana,4082.75
2022-01-04,ZAMBITO,4212,4733,8945,entre_semana,4082.75
2022-01-04,SAN JUAN,2890,3033,5923,entre_semana,4082.75
2022-01-04,SAN DIEGO,2980,2559,5539,entre_semana,4082.75
2022-01-04,SABOYA,2595,2893,5488,entre_semana,4082.75
2022-01-04,RINCON HONDO,1354,1616,2970,entre_semana,4082.75
2022-01-04,PTO. TRIUNFO,4701,4593,9294,entre_semana,4082.75
2022-01-04,PLATANAL,1849,1657,3506,entre_semana,4082.75
2022-01-04,PAILITAS,7735,6164,13899,entre_semana,4082.75
2022-01-04,OIBA,3841,4419,8260,entre_semana,4082.75
2022-01-04,LOS CUROS,4437,4556,8993,entre_semana,4082.75
2022-01-04,LOBOGUERRERO,3457,3091,6548,entre_semana,4082.75
2022-01-04,LA PARADA,0,17127,17127,entre_semana,4082.75
2022-01-04,LA GOMEZ,4697,3731,8428,entre_semana,4082.75
2022-01-04,CURITÍ,4653,4387,9040,entre_semana,4082.75
2022-01-04,COCORNA (EL SANTUARIO),5139,5045,10184,entre_semana,4082.75
2022-01-04,CASABLANCA,5876,6982,12858,entre_semana,4082.75
2022-01-04,AGUAS NEGRAS,4752,6046,10798,entre_semana,4082.75
2022-01-04,MORRISON,7401,6513,13914,entre_semana,4082.75
2022-01-05,PLATANAL,1831,1558,3389,entre_semana,4084.11
2022-01-05,PTO. TRIUNFO,4525,4516,9041,entre_semana,4084.11
2022-01-05,RINCON HONDO,732,876,1608,entre_semana,4084.11
2022-01-05,PAILITAS,6643,6196,12839,entre_semana,4084.11
2022-01-05,SAN DIEGO,2630,2580,5210,entre_semana,4084.11
2022-01-05,SAN JUAN,2919,2816,5735,entre_semana,4084.11
2022-01-05,ZAMBITO,3834,4714,8548,entre_semana,4084.11
2022-01-05,SABOYA,2601,2606,5207,entre_semana,4084.11
2022-01-05,OIBA,3956,3943,7899,entre_semana,4084.11
2022-01-05,LA GOMEZ,3697,4328,8025,entre_semana,4084.11
2022-01-05,LOS CUROS,4441,4334,8775,entre_semana,4084.11
2022-01-05,AGUAS NEGRAS,4575,5807,10382,entre_semana,4084.11
2022-01-05,CASABLANCA,6017,6239,12256,entre_semana,4084.11
2022-01-05,COCORNA (EL SANTUARIO),5114,4927,10041,entre_semana,4084.11
2022-01-05,MORRISON,6345,6698,13043,entre_semana,4084.11
2022-01-05,LA PARADA,0,17180,17180,entre_semana,4084.11
2022-01-05,LOBOGUERRERO,3425,3254,6679,entre_semana,4084.11
2022-01-05,CURITÍ,4648,4252,8900,entre_semana,4084.11
2022-01-06,PLATANAL,1856,1584,3440,entre_semana,4042.36
2022-01-06,ZAMBITO,3648,4974,8622,entre_semana,4042.36
2022-01-06,SAN JUAN,3017,2594,5611,entre_semana,4042.36
2022-01-06,SAN DIEGO,2459,2557,5016,entre_semana,4042.36
2022-01-06,SABOYA,2968,2170,5138,entre_semana,4042.36
2022-01-06,RINCON HONDO,1394,1335,2729,entre_semana,4042.36
2022-01-06,PTO. TRIUNFO,4335,4544,8879,entre_semana,4042.36
2022-01-06,PAILITAS,6649,6936,13585,entre_semana,4042.36
2022-01-06,OIBA,3744,3936,7680,entre_semana,4042.36
2022-01-06,MORRISON,6338,7340,13678,entre_semana,4042.36
2022-01-06,LOS CUROS,4205,4412,8617,entre_semana,4042.36
2022-01-06,LOBOGUERRERO,3373,3415,6788,entre_semana,4042.36
2022-01-06,LA PARADA,0,17079,17079,entre_semana,4042.36
2022-01-06,LA GOMEZ,3586,4815,8401,entre_semana,4042.36
2022-01-06,CURITÍ,4275,4506,8781,entre_semana,4042.36
2022-01-06,COCORNA (EL SANTUARIO),4690,5264,9954,entre_semana,4042.36
2022-01-06,CASABLANCA,6377,6057,12434,entre_semana,4042.36
2022-01-06,AGUAS NEGRAS,4363,6027,10390,entre_semana,4042.36
2022-01-07,SAN JUAN,3185,2857,6042,entre_semana,4039.31
2022-01-07,SAN DIEGO,2670,2812,5482,entre_semana,4039.31
2022-01-07,SABOYA,3441,2447,5888,entre_semana,4039.31
2022-01-07,RINCON HONDO,1563,1334,2897,entre_semana,4039.31
2022-01-07,PTO. TRIUNFO,4090,4414,8504,entre_semana,4039.31
2022-01-07,PLATANAL,1779,1726,3505,entre_semana,4039.31
2022-01-07,PAILITAS,5821,8181,14002,entre_semana,4039.31
2022-01-07,ZAMBITO,3192,5526,8718,entre_semana,4039.31
2022-01-07,OIBA,4043,4140,8183,entre_semana,4039.31
2022-01-07,LOS CUROS,4520,5085,9605,entre_semana,4039.31
2022-01-07,AGUAS NEGRAS,4151,6424,10575,entre_semana,4039.31
2022-01-07,CASABLANCA,7884,6210,14094,entre_semana,4039.31
2022-01-07,COCORNA (EL SANTUARIO),5234,4696,9930,entre_semana,4039.31
2022-01-07,MORRISON,5521,8229,13750,entre_semana,4039.31
2022-01-07,LA GOMEZ,3668,4655,8323,entre_semana,4039.31
2022-01-07,LA PARADA,0,17687,17687,entre_semana,4039.31
2022-01-07,LOBOGUERRERO,3904,3673,7577,entre_semana,4039.31
2022-01-07,CURITÍ,4556,4781,9337,entre_semana,4039.31
2022-01-08,OIBA,3875,4368,8243,fin_de_semana,4043.46
2022-01-08,SAN JUAN,3208,2833,6041,fin_de_semana,4043.46
2022-01-08,SAN DIEGO,2309,2794,5103,fin_de_semana,4043.46
2022-01-08,SABOYA,3511,2699,6210,fin_de_semana,4043.46
2022-01-08,RINCON HONDO,1660,1104,2764,fin_de_semana,4043.46
2022-01-08,PTO. TRIUNFO,3624,4916,8540,fin_de_semana,4043.46
2022-01-08,PLATANAL,1714,1681,3395,fin_de_semana,4043.46
2022-01-08,PAILITAS,3058,10199,13257,fin_de_semana,4043.46
2022-01-08,ZAMBITO,2904,6331,9235,fin_de_semana,4043.46
2022-01-08,MORRISON,4510,9347,13857,fin_de_semana,4043.46
2022-01-08,LOBOGUERRERO,3690,3907,7597,fin_de_semana,4043.46
2022-01-08,LA PARADA,0,17112,17112,fin_de_semana,4043.46
2022-01-08,LA GOMEZ,2719,6673,9392,fin_de_semana,4043.46
2022-01-08,CURITÍ,4312,5164,9476,fin_de_semana,4043.46
2022-01-08,COCORNA (EL SANTUARIO),6300,4606,10906,fin_de_semana,4043.46
2022-01-08,CASABLANCA,7685,5992,13677,fin_de_semana,4043.46
2022-01-08,AGUAS NEGRAS,4904,6286,11190,fin_de_semana,4043.46
2022-01-08,LOS CUROS,4304,5132,9436,fin_de_semana,4043.46
2022-01-09,PLATANAL,1657,1662,3319,fin_de_semana,4043.46
2022-01-09,PTO. TRIUNFO,3490,5356,8846,fin_de_semana,4043.46
2022-01-09,RINCON HONDO,1524,1020,2544,fin_de_semana,4043.46
2022-01-09,ZAMBITO,3828,7734,11562,fin_de_semana,4043.46
2022-01-09,SAN DIEGO,1731,2216,3947,fin_de_semana,4043.46
2022-01-09,SAN JUAN,2309,2204,4513,fin_de_semana,4043.46
2022-01-09,PAILITAS,5709,9431,15140,fin_de_semana,4043.46
2022-01-09,SABOYA,2329,4636,6965,fin_de_semana,4043.46
2022-01-09,OIBA,3703,4940,8643,fin_de_semana,4043.46
2022-01-09,CURITÍ,4651,4782,9433,fin_de_semana,4043.46
2022-01-09,LOS CUROS,4626,4932,9558,fin_de_semana,4043.46
2022-01-09,AGUAS NEGRAS,5101,7205,12306,fin_de_semana,4043.46
2022-01-09,CASABLANCA,5456,9192,14648,fin_de_semana,4043.46
2022-01-09,COCORNA (EL SANTUARIO),6208,5086,11294,fin_de_semana,4043.46
2022-01-09,MORRISON,5688,9518,15206,fin_de_semana,4043.46
2022-01-09,LA GOMEZ,3660,7135,10795,fin_de_semana,4043.46
2022-01-09,LA PARADA,0,11161,11161,fin_de_semana,4043.46
2022-01-09,LOBOGUERRERO,2637,2765,5402,fin_de_semana,4043.46
2022-01-10,ZAMBITO,3209,4658,7867,festivo,4043.46
2022-01-10,SAN JUAN,2695,2574,5269,festivo,4043.46
2022-01-10,SAN DIEGO,2290,2280,4570,festivo,4043.46
2022-01-10,SABOYA,1369,5067,6436,festivo,4043.46
2022-01-10,RINCON HONDO,1310,1276,2586,festivo,4043.46
2022-01-10,PTO. TRIUNFO,2905,4469,7374,festivo,4043.46
2022-01-10,PAILITAS,4599,7099,11698,festivo,4043.46
2022-01-10,OIBA,3071,4359,7430,festivo,4043.46
2022-01-10,PLATANAL,1977,1635,3612,festivo,4043.46
2022-01-10,LOS CUROS,5351,4130,9481,festivo,4043.46
2022-01-10,MORRISON,4376,7694,12070,festivo,4043.46
2022-01-10,CASABLANCA,4577,8714,13291,festivo,4043.46
2022-01-10,COCORNA (EL SANTUARIO),4612,5468,10080,festivo,4043.46
2022-01-10,CURITÍ,5345,3591,8936,festivo,4043.46
2022-01-10,AGUAS NEGRAS,3732,5938,9670,festivo,4043.46
2022-01-10,LA PARADA,0,11599,11599,festivo,4043.46
2022-01-10,LOBOGUERRERO,2608,2528,5136,festivo,4043.46
2022-01-10,LA GOMEZ,2338,5055,7393,festivo,4043.46
2022-01-11,PAILITAS,5264,5275,10539,entre_semana,4043.46
2022-01-11,ZAMBITO,2943,4350,7293,entre_semana,4043.46
2022-01-11,SAN JUAN,2790,2709,5499,entre_semana,4043.46
2022-01-11,SAN DIEGO,2547,2647,5194,entre_semana,4043.46
2022-01-11,SABOYA,1576,3390,4966,entre_semana,4043.46
2022-01-11,RINCON HONDO,1335,1208,2543,entre_semana,4043.46
2022-01-11,PTO. TRIUNFO,3314,3905,7219,entre_semana,4043.46
2022-01-11,MORRISON,4975,6184,11159,entre_semana,4043.46
2022-01-11,PLATANAL,1507,1401,2908,entre_semana,4043.46
2022-01-11,OIBA,3043,3471,6514,entre_semana,4043.46
2022-01-11,CASABLANCA,5215,7477,12692,entre_semana,4043.46
2022-01-11,COCORNA (EL SANTUARIO),3909,4141,8050,entre_semana,4043.46
2022-01-11,CURITÍ,3675,3496,7171,entre_semana,4043.46
2022-01-11,AGUAS NEGRAS,3589,5023,8612,entre_semana,4043.46
2022-01-11,LA PARADA,0,18570,18570,entre_semana,4043.46
2022-01-11,LOBOGUERRERO,3544,2880,6424,entre_semana,4043.46
2022-01-11,LA GOMEZ,2643,3851,6494,entre_semana,4043.46
2022-01-11,LOS CUROS,3982,3572,7554,entre_semana,4043.46
2022-01-12,ZAMBITO,3299,3878,7177,entre_semana,4011.65
2022-01-12,OIBA,2974,2735,5709,entre_semana,4011.65
2022-01-12,SAN JUAN,2854,2599,5453,entre_semana,4011.65
2022-01-12,SAN DIEGO,2409,2456,4865,entre_semana,4011.65
2022-01-12,SABOYA,1948,2014,3962,entre_semana,4011.65
2022-01-12,RINCON HONDO,1137,1146,2283,entre_semana,4011.65
2022-01-12,PTO. TRIUNFO,3193,3554,6747,entre_semana,4011.65
2022-01-12,PLATANAL,1482,1293,2775,entre_semana,4011.65
2022-01-12,PAILITAS,5094,5523,10617,entre_semana,4011.65
2022-01-12,MORRISON,5200,5901,11101,entre_semana,4011.65
2022-01-12,LOBOGUERRERO,3455,3172,6627,entre_semana,4011.65
2022-01-12,LA PARADA,0,18685,18685,entre_semana,4011.65
2022-01-12,LA GOMEZ,2975,3834,6809,entre_semana,4011.65
2022-01-12,CURITÍ,3388,2933,6321,entre_semana,4011.65
2022-01-12,COCORNA (EL SANTUARIO),3556,3953,7509,entre_semana,4011.65
2022-01-12,CASABLANCA,5217,5671,10888,entre_semana,4011.65
2022-01-12,AGUAS NEGRAS,4168,4521,8689,entre_semana,4011.65
2022-01-12,LOS CUROS,3488,3151,6639,entre_semana,4011.65
2022-01-13,PAILITAS,5214,5649,10863,entre_semana,3970.08
2022-01-13,PLATANAL,1429,1415,2844,entre_semana,3970.08
2022-01-13,PTO. TRIUNFO,3053,3352,6405,entre_semana,3970.08
2022-01-13,SAN JUAN,2637,2590,5227,entre_semana,3970.08
2022-01-13,SABOYA,1931,1756,3687,entre_semana,3970.08
2022-01-13,SAN DIEGO,2384,2399,4783,entre_semana,3970.08
2022-01-13,ZAMBITO,3194,3849,7043,entre_semana,3970.08
2022-01-13,RINCON HONDO,1128,1163,2291,entre_semana,3970.08
2022-01-13,OIBA,2768,2658,5426,entre_semana,3970.08
2022-01-13,MORRISON,5473,5751,11224,entre_semana,3970.08
2022-01-13,LOBOGUERRERO,3467,3510,6977,entre_semana,3970.08
2022-01-13,AGUAS NEGRAS,4018,4595,8613,entre_semana,3970.08
2022-01-13,CASABLANCA,5247,5235,10482,entre_semana,3970.08
2022-01-13,COCORNA (EL SANTUARIO),3566,3572,7138,entre_semana,3970.08
2022-01-13,LOS CUROS,3151,3237,6388,entre_semana,3970.08
2022-01-13,LA GOMEZ,3012,3675,6687,entre_semana,3970.08
2022-01-13,LA PARADA,0,18724,18724,entre_semana,3970.08
2022-01-13,CURITÍ,3222,2872,6094,entre_semana,3970.08
2022-01-14,ZAMBITO,2962,3826,6788,entre_semana,3950.4
2022-01-14,SAN JUAN,3030,2645,5675,entre_semana,3950.4
2022-01-14,SAN DIEGO,2567,2661,5228,entre_semana,3950.4
2022-01-14,SABOYA,1869,1715,3584,entre_semana,3950.4
2022-01-14,RINCON HONDO,1275,1133,2408,entre_semana,3950.4
2022-01-14,PTO. TRIUNFO,3075,3147,6222,entre_semana,3950.4
2022-01-14,PAILITAS,5010,5287,10297,entre_semana,3950.4
2022-01-14,MORRISON,4808,5769,10577,entre_semana,3950.4
2022-01-14,PLATANAL,1405,1365,2770,entre_semana,3950.4
2022-01-14,OIBA,2684,2695,5379,entre_semana,3950.4
2022-01-14,LOBOGUERRERO,3746,3436,7182,entre_semana,3950.4
2022-01-14,LA PARADA,0,19507,19507,entre_semana,3950.4
2022-01-14,LA GOMEZ,2715,3525,6240,entre_semana,3950.4
2022-01-14,CURITÍ,3134,3120,6254,entre_semana,3950.4
2022-01-14,COCORNA (EL SANTUARIO),3706,3838,7544,entre_semana,3950.4
2022-01-14,CASABLANCA,5760,5149,10909,entre_semana,3950.4
2022-01-14,AGUAS NEGRAS,3691,4480,8171,entre_semana,3950.4
2022-01-14,LOS CUROS,3221,3433,6654,entre_semana,3950.4
2022-01-15,PAILITAS,3969,6412,10381,fin_de_semana,3993.65
2022-01-15,PLATANAL,1329,1428,2757,fin_de_semana,3993.65
2022-01-15,PTO. TRIUNFO,2499,3116,5615,fin_de_semana,3993.65
2022-01-15,OIBA,2504,2607,5111,fin_de_semana,3993.65
2022-01-15,SABOYA,1965,1767,3732,fin_de_semana,3993.65
2022-01-15,SAN DIEGO,2123,2371,4494,fin_de_semana,3993.65
2022-01-15,SAN JUAN,2718,2548,5266,fin_de_semana,3993.65
2022-01-15,RINCON HONDO,1316,981,2297,fin_de_semana,3993.65
2022-01-15,ZAMBITO,3224,4308,7532,fin_de_semana,3993.65
2022-01-15,MORRISON,4388,6626,11014,fin_de_semana,3993.65
2022-01-15,LOBOGUERRERO,3311,3657,6968,fin_de_semana,3993.65
2022-01-15,AGUAS NEGRAS,3827,5042,8869,fin_de_semana,3993.65
2022-01-15,CASABLANCA,6036,4989,11025,fin_de_semana,3993.65
2022-01-15,COCORNA (EL SANTUARIO),3932,3353,7285,fin_de_semana,3993.65
2022-01-15,LOS CUROS,2948,3282,6230,fin_de_semana,3993.65
2022-01-15,LA GOMEZ,2763,4494,7257,fin_de_semana,3993.65
2022-01-15,LA PARADA,0,19169,19169,fin_de_semana,3993.65
2022-01-15,CURITÍ,2895,3123,6018,fin_de_semana,3993.65
2022-01-16,ZAMBITO,3172,4235,7407,fin_de_semana,3993.65
2022-01-16,OIBA,2340,2949,5289,fin_de_semana,3993.65
2022-01-16,SAN DIEGO,1758,1684,3442,fin_de_semana,3993.65
2022-01-16,SABOYA,1578,2687,4265,fin_de_semana,3993.65
2022-01-16,RINCON HONDO,917,1015,1932,fin_de_semana,3993.65
2022-01-16,PTO. TRIUNFO,2637,2868,5505,fin_de_semana,3993.65
2022-01-16,PLATANAL,1306,1248,2554,fin_de_semana,3993.65
2022-01-16,PAILITAS,5253,4990,10243,fin_de_semana,3993.65
2022-01-16,SAN JUAN,1992,2122,4114,fin_de_semana,3993.65
2022-01-16,MORRISON,5012,5576,10588,fin_de_semana,3993.65
2022-01-16,LOBOGUERRERO,2497,2472,4969,fin_de_semana,3993.65
2022-01-16,LA PARADA,0,12416,12416,fin_de_semana,3993.65
2022-01-16,LA GOMEZ,3113,3865,6978,fin_de_semana,3993.65
2022-01-16,CURITÍ,3356,2791,6147,fin_de_semana,3993.65
2022-01-16,COCORNA (EL SANTUARIO),3371,4143,7514,fin_de_semana,3993.65
2022-01-16,CASABLANCA,4939,7633,12572,fin_de_semana,3993.65
2022-01-16,AGUAS NEGRAS,2922,5924,8846,fin_de_semana,3993.65
2022-01-16,LOS CUROS,3279,3153,6432,fin_de_semana,3993.65
2022-01-17,PAILITAS,3946,3773,7719,entre_semana,3993.65
2022-01-17,ZAMBITO,2323,2877,5200,entre_semana,3993.65
2022-01-17,SAN JUAN,2706,2633,5339,entre_semana,3993.65
2022-01-17,SAN DIEGO,2448,2451,4899,entre_semana,3993.65
2022-01-17,SABOYA,1482,1505,2987,entre_semana,3993.65
2022-01-17,RINCON HONDO,1035,1007,2042,entre_semana,3993.65
2022-01-17,PLATANAL,1340,1245,2585,entre_semana,3993.65
2022-01-17,OIBA,2276,2233,4509,entre_semana,3993.65
2022-01-17,PTO. TRIUNFO,2615,2646,5261,entre_semana,3993.65
2022-01-17,LOS CUROS,2870,2721,5591,entre_semana,3993.65
2022-01-17,CASABLANCA,4934,4916,9850,entre_semana,3993.65
2022-01-17,COCORNA (EL SANTUARIO),3052,3025,6077,entre_semana,3993.65
2022-01-17,CURITÍ,2746,2345,5091,entre_semana,3993.65
2022-01-17,AGUAS NEGRAS,2963,3361,6324,entre_semana,3993.65
2022-01-17,MORRISON,4107,4013,8120,entre_semana,3993.65
2022-01-17,LA PARADA,0,18280,18280,entre_semana,3993.65
2022-01-17,LOBOGUERRERO,3469,2626,6095,entre_semana,3993.65
2022-01-17,LA GOMEZ,2155,2345,4500,entre_semana,3993.65
2022-01-18,PAILITAS,4496,4487,8983,entre_semana,3993.65
2022-01-18,ZAMBITO,3020,3029,6049,entre_semana,3993.65
2022-01-18,SAN JUAN,2732,2487,5219,entre_semana,3993.65
2022-01-18,SAN DIEGO,2412,2363,4775,entre_semana,3993.65
2022-01-18,SABOYA,1564,1567,3131,entre_semana,3993.65
2022-01-18,RINCON HONDO,989,1053,2042,entre_semana,3993.65
2022-01-18,PTO. TRIUNFO,2732,2664,5396,entre_semana,3993.65
2022-01-18,PLATANAL,1238,1336,2574,entre_semana,3993.65
2022-01-18,OIBA,2267,2194,4461,entre_semana,3993.65
2022-01-18,MORRISON,4784,4818,9602,entre_semana,3993.65
2022-01-18,LOS CUROS,2757,2708,5465,entre_semana,3993.65
2022-01-18,LOBOGUERRERO,3632,3390,7022,entre_semana,3993.65
2022-01-18,LA PARADA,0,18660,18660,entre_semana,3993.65
2022-01-18,LA GOMEZ,2874,2924,5798,entre_semana,3993.65
2022-01-18,CURITÍ,2664,2466,5130,entre_semana,3993.65
2022-01-18,COCORNA (EL SANTUARIO),3065,3100,6165,entre_semana,3993.65
2022-01-18,CASABLANCA,4982,4733,9715,entre_semana,3993.65
2022-01-18,AGUAS NEGRAS,3743,3754,7497,entre_semana,3993.65
2022-01-19,PLATANAL,1324,1229,2553,entre_semana,4033.37
2022-01-19,PTO. TRIUNFO,2751,2653,5404,entre_semana,4033.37
2022-01-19,RINCON HONDO,971,1029,2000,entre_semana,4033.37
2022-01-19,ZAMBITO,3110,3313,6423,entre_semana,4033.37
2022-01-19,SAN DIEGO,2324,2336,4660,entre_semana,4033.37
2022-01-19,SAN JUAN,2614,2515,5129,entre_semana,4033.37
2022-01-19,PAILITAS,4657,4575,9232,entre_semana,4033.37
2022-01-19,SABOYA,1600,1527,3127,entre_semana,4033.37
2022-01-19,OIBA,2578,2044,4622,entre_semana,4033.37
2022-01-19,MORRISON,4793,4912,9705,entre_semana,4033.37
2022-01-19,LOS CUROS,3085,2661,5746,entre_semana,4033.37
2022-01-19,LOBOGUERRERO,3789,3624,7413,entre_semana,4033.37
2022-01-19,LA PARADA,0,18362,18362,entre_semana,4033.37
2022-01-19,LA GOMEZ,2852,3104,5956,entre_semana,4033.37
2022-01-19,CURITÍ,2984,2431,5415,entre_semana,4033.37
2022-01-19,COCORNA (EL SANTUARIO),3027,3088,6115,entre_semana,4033.37
2022-01-19,CASABLANCA,4944,4699,9643,entre_semana,4033.37
2022-01-19,AGUAS NEGRAS,3520,3868,7388,entre_semana,4033.37
2022-01-20,ZAMBITO,3026,3444,6470,entre_semana,4003.95
2022-01-20,SAN JUAN,2628,2592,5220,entre_semana,4003.95
2022-01-20,SAN DIEGO,2349,2267,4616,entre_semana,4003.95
2022-01-20,SABOYA,1900,1249,3149,entre_semana,4003.95
2022-01-20,RINCON HONDO,1016,1072,2088,entre_semana,4003.95
2022-01-20,PTO. TRIUNFO,2862,2733,5595,entre_semana,4003.95
2022-01-20,PLATANAL,1382,1247,2629,entre_semana,4003.95
2022-01-20,PAILITAS,5067,4581,9648,entre_semana,4003.95
2022-01-20,OIBA,2467,2207,4674,entre_semana,4003.95
2022-01-20,AGUAS NEGRAS,3907,3809,7716,entre_semana,4003.95
2022-01-20,LOS CUROS,3049,2843,5892,entre_semana,4003.95
2022-01-20,LOBOGUERRERO,3402,3586,6988,entre_semana,4003.95
2022-01-20,LA PARADA,0,18625,18625,entre_semana,4003.95
2022-01-20,LA GOMEZ,2960,3162,6122,entre_semana,4003.95
2022-01-20,CURITÍ,2954,2605,5559,entre_semana,4003.95
2022-01-20,COCORNA (EL SANTUARIO),3157,3040,6197,entre_semana,4003.95
2022-01-20,CASABLANCA,5141,4971,10112,entre_semana,4003.95
2022-01-20,MORRISON,5139,5083,10222,entre_semana,4003.95
2022-01-21,PLATANAL,1355,1334,2689,entre_semana,3980.8
2022-01-21,PTO. TRIUNFO,2647,2814,5461,entre_semana,3980.8
2022-01-21,RINCON HONDO,1063,1090,2153,entre_semana,3980.8
2022-01-21,PAILITAS,4147,4667,8814,entre_semana,3980.8
2022-01-21,SAN DIEGO,2656,2555,5211,entre_semana,3980.8
2022-01-21,SAN JUAN,2882,2590,5472,entre_semana,3980.8
2022-01-21,ZAMBITO,2499,3340,5839,entre_semana,3980.8
2022-01-21,SABOYA,1861,1609,3470,entre_semana,3980.8
2022-01-21,OIBA,2548,2376,4924,entre_semana,3980.8
2022-01-21,MORRISON,4447,5213,9660,entre_semana,3980.8
2022-01-21,LOS CUROS,3082,3250,6332,entre_semana,3980.8
2022-01-21,LOBOGUERRERO,3918,3646,7564,entre_semana,3980.8
2022-01-21,LA PARADA,0,19156,19156,entre_semana,3980.8
2022-01-21,LA GOMEZ,2444,3125,5569,entre_semana,3980.8
2022-01-21,CURITÍ,2941,2956,5897,entre_semana,3980.8
2022-01-21,COCORNA (EL SANTUARIO),3447,3401,6848,entre_semana,3980.8
2022-01-21,CASABLANCA,6108,4859,10967,entre_semana,3980.8
2022-01-21,AGUAS NEGRAS,3275,3942,7217,entre_semana,3980.8
2022-01-22,ZAMBITO,2754,3722,6476,fin_de_semana,3964.3
2022-01-22,SAN JUAN,2547,2360,4907,fin_de_semana,3964.3
2022-01-22,SAN DIEGO,2023,2171,4194,fin_de_semana,3964.3
2022-01-22,SABOYA,2029,1419,3448,fin_de_semana,3964.3
2022-01-22,RINCON HONDO,1059,880,1939,fin_de_semana,3964.3
2022-01-22,PTO. TRIUNFO,2165,2662,4827,fin_de_semana,3964.3
2022-01-22,PLATANAL,1201,1266,2467,fin_de_semana,3964.3
2022-01-22,PAILITAS,3439,5267,8706,fin_de_semana,3964.3
2022-01-22,OIBA,2309,2162,4471,fin_de_semana,3964.3
2022-01-22,AGUAS NEGRAS,3470,4175,7645,fin_de_semana,3964.3
2022-01-22,LOS CUROS,2642,3087,5729,fin_de_semana,3964.3
